LOCATION;INDICATOR;SUBJECT;MEASURE;FREQUENCY;TIME;Value
ESP;CPI;TOT;AGRWTH;M;2000-12;3.956661
ESP;CPI;TOT;AGRWTH;M;2001-01;3.652341
ESP;CPI;TOT;AGRWTH;M;2001-02;3.845796
ESP;CPI;TOT;AGRWTH;M;2001-03;3.871566
ESP;CPI;TOT;AGRWTH;M;2001-04;3.978668
ESP;CPI;TOT;AGRWTH;M;2001-05;4.19871
ESP;CPI;TOT;AGRWTH;M;2001-06;4.234296
ESP;CPI;TOT;AGRWTH;M;2001-07;3.859272
ESP;CPI;TOT;AGRWTH;M;2001-08;3.675596
ESP;CPI;TOT;AGRWTH;M;2001-09;3.394637
ESP;CPI;TOT;AGRWTH;M;2001-10;3.023172
ESP;CPI;TOT;AGRWTH;M;2001-11;2.690623
ESP;CPI;TOT;AGRWTH;M;2001-12;2.707587
ESP;CPI;TOT;AGRWTH;M;2002-01;2.530325
ESP;CPI;TOT;AGRWTH;M;2002-02;2.283878
ESP;CPI;TOT;AGRWTH;M;2002-03;2.696552
ESP;CPI;TOT;AGRWTH;M;2002-04;3.55326
ESP;CPI;TOT;AGRWTH;M;2002-05;3.533616
ESP;CPI;TOT;AGRWTH;M;2002-06;3.191311
ESP;CPI;TOT;AGRWTH;M;2002-07;2.223422
ESP;CPI;TOT;AGRWTH;M;2002-08;2.269108
ESP;CPI;TOT;AGRWTH;M;2002-09;2.664859
ESP;CPI;TOT;AGRWTH;M;2002-10;3.79016
ESP;CPI;TOT;AGRWTH;M;2002-11;4.02898
ESP;CPI;TOT;AGRWTH;M;2002-12;3.997145
ESP;CPI;TOT;AGRWTH;M;2003-01;3.712543
ESP;CPI;TOT;AGRWTH;M;2003-02;3.841929
ESP;CPI;TOT;AGRWTH;M;2003-03;3.705475
ESP;CPI;TOT;AGRWTH;M;2003-04;3.148554
ESP;CPI;TOT;AGRWTH;M;2003-05;2.684064
ESP;CPI;TOT;AGRWTH;M;2003-06;2.746614
ESP;CPI;TOT;AGRWTH;M;2003-07;2.817124
ESP;CPI;TOT;AGRWTH;M;2003-08;2.992669
ESP;CPI;TOT;AGRWTH;M;2003-09;2.916198
ESP;CPI;TOT;AGRWTH;M;2003-10;2.593925
ESP;CPI;TOT;AGRWTH;M;2003-11;2.768162
ESP;CPI;TOT;AGRWTH;M;2003-12;2.604509
ESP;CPI;TOT;AGRWTH;M;2004-01;2.304987
ESP;CPI;TOT;AGRWTH;M;2004-02;2.134988
ESP;CPI;TOT;AGRWTH;M;2004-03;2.13949
ESP;CPI;TOT;AGRWTH;M;2004-04;2.701707
ESP;CPI;TOT;AGRWTH;M;2004-05;3.403801
ESP;CPI;TOT;AGRWTH;M;2004-06;3.499428
ESP;CPI;TOT;AGRWTH;M;2004-07;3.361603
ESP;CPI;TOT;AGRWTH;M;2004-08;3.345006
ESP;CPI;TOT;AGRWTH;M;2004-09;3.220769
ESP;CPI;TOT;AGRWTH;M;2004-10;3.583814
ESP;CPI;TOT;AGRWTH;M;2004-11;3.505574
ESP;CPI;TOT;AGRWTH;M;2004-12;3.227264
ESP;CPI;TOT;AGRWTH;M;2005-01;3.080733
ESP;CPI;TOT;AGRWTH;M;2005-02;3.300368
ESP;CPI;TOT;AGRWTH;M;2005-03;3.395379
ESP;CPI;TOT;AGRWTH;M;2005-04;3.46833
ESP;CPI;TOT;AGRWTH;M;2005-05;3.058036
ESP;CPI;TOT;AGRWTH;M;2005-06;3.135478
ESP;CPI;TOT;AGRWTH;M;2005-07;3.288163
ESP;CPI;TOT;AGRWTH;M;2005-08;3.284788
ESP;CPI;TOT;AGRWTH;M;2005-09;3.733996
ESP;CPI;TOT;AGRWTH;M;2005-10;3.513385
ESP;CPI;TOT;AGRWTH;M;2005-11;3.412348
ESP;CPI;TOT;AGRWTH;M;2005-12;3.735353
ESP;CPI;TOT;AGRWTH;M;2006-01;4.191235
ESP;CPI;TOT;AGRWTH;M;2006-02;3.972563
ESP;CPI;TOT;AGRWTH;M;2006-03;3.886793
ESP;CPI;TOT;AGRWTH;M;2006-04;3.856733
ESP;CPI;TOT;AGRWTH;M;2006-05;4.031989
ESP;CPI;TOT;AGRWTH;M;2006-06;3.946366
ESP;CPI;TOT;AGRWTH;M;2006-07;3.964679
ESP;CPI;TOT;AGRWTH;M;2006-08;3.721907
ESP;CPI;TOT;AGRWTH;M;2006-09;2.919033
ESP;CPI;TOT;AGRWTH;M;2006-10;2.50738
ESP;CPI;TOT;AGRWTH;M;2006-11;2.605745
ESP;CPI;TOT;AGRWTH;M;2006-12;2.665776
ESP;CPI;TOT;AGRWTH;M;2007-01;2.391933
ESP;CPI;TOT;AGRWTH;M;2007-02;2.413124
ESP;CPI;TOT;AGRWTH;M;2007-03;2.463888
ESP;CPI;TOT;AGRWTH;M;2007-04;2.434222
ESP;CPI;TOT;AGRWTH;M;2007-05;2.347461
ESP;CPI;TOT;AGRWTH;M;2007-06;2.38057
ESP;CPI;TOT;AGRWTH;M;2007-07;2.242685
ESP;CPI;TOT;AGRWTH;M;2007-08;2.174863
ESP;CPI;TOT;AGRWTH;M;2007-09;2.679569
ESP;CPI;TOT;AGRWTH;M;2007-10;3.585319
ESP;CPI;TOT;AGRWTH;M;2007-11;4.069721
ESP;CPI;TOT;AGRWTH;M;2007-12;4.22069
ESP;CPI;TOT;AGRWTH;M;2008-01;4.276834
ESP;CPI;TOT;AGRWTH;M;2008-02;4.366898
ESP;CPI;TOT;AGRWTH;M;2008-03;4.501578
ESP;CPI;TOT;AGRWTH;M;2008-04;4.187322
ESP;CPI;TOT;AGRWTH;M;2008-05;4.602932
ESP;CPI;TOT;AGRWTH;M;2008-06;5.011861
ESP;CPI;TOT;AGRWTH;M;2008-07;5.274074
ESP;CPI;TOT;AGRWTH;M;2008-08;4.904377
ESP;CPI;TOT;AGRWTH;M;2008-09;4.539386
ESP;CPI;TOT;AGRWTH;M;2008-10;3.556476
ESP;CPI;TOT;AGRWTH;M;2008-11;2.383073
ESP;CPI;TOT;AGRWTH;M;2008-12;1.43242
ESP;CPI;TOT;AGRWTH;M;2009-01;0.8066205
ESP;CPI;TOT;AGRWTH;M;2009-02;0.6612388
ESP;CPI;TOT;AGRWTH;M;2009-03;-0.0610707
ESP;CPI;TOT;AGRWTH;M;2009-04;-0.1596824
ESP;CPI;TOT;AGRWTH;M;2009-05;-0.8637874
ESP;CPI;TOT;AGRWTH;M;2009-06;-0.997368
ESP;CPI;TOT;AGRWTH;M;2009-07;-1.368367
ESP;CPI;TOT;AGRWTH;M;2009-08;-0.8111936
ESP;CPI;TOT;AGRWTH;M;2009-09;-1.026004
ESP;CPI;TOT;AGRWTH;M;2009-10;-0.6609838
ESP;CPI;TOT;AGRWTH;M;2009-11;0.3029001
ESP;CPI;TOT;AGRWTH;M;2009-12;0.7946276
ESP;CPI;TOT;AGRWTH;M;2010-01;1.028629
ESP;CPI;TOT;AGRWTH;M;2010-02;0.8339618
ESP;CPI;TOT;AGRWTH;M;2010-03;1.415305
ESP;CPI;TOT;AGRWTH;M;2010-04;1.504279
ESP;CPI;TOT;AGRWTH;M;2010-05;1.765329
ESP;CPI;TOT;AGRWTH;M;2010-06;1.500361
ESP;CPI;TOT;AGRWTH;M;2010-07;1.914935
ESP;CPI;TOT;AGRWTH;M;2010-08;1.816313
ESP;CPI;TOT;AGRWTH;M;2010-09;2.128582
ESP;CPI;TOT;AGRWTH;M;2010-10;2.332067
ESP;CPI;TOT;AGRWTH;M;2010-11;2.332355
ESP;CPI;TOT;AGRWTH;M;2010-12;2.988496
ESP;CPI;TOT;AGRWTH;M;2011-01;3.269784
ESP;CPI;TOT;AGRWTH;M;2011-02;3.589004
ESP;CPI;TOT;AGRWTH;M;2011-03;3.595946
ESP;CPI;TOT;AGRWTH;M;2011-04;3.779491
ESP;CPI;TOT;AGRWTH;M;2011-05;3.514027
ESP;CPI;TOT;AGRWTH;M;2011-06;3.184349
ESP;CPI;TOT;AGRWTH;M;2011-07;3.093245
ESP;CPI;TOT;AGRWTH;M;2011-08;2.961145
ESP;CPI;TOT;AGRWTH;M;2011-09;3.141723
ESP;CPI;TOT;AGRWTH;M;2011-10;3.013309
ESP;CPI;TOT;AGRWTH;M;2011-11;2.873587
ESP;CPI;TOT;AGRWTH;M;2011-12;2.377584
ESP;CPI;TOT;AGRWTH;M;2012-01;1.99803
ESP;CPI;TOT;AGRWTH;M;2012-02;1.974572
ESP;CPI;TOT;AGRWTH;M;2012-03;1.898629
ESP;CPI;TOT;AGRWTH;M;2012-04;2.059952
ESP;CPI;TOT;AGRWTH;M;2012-05;1.942634
ESP;CPI;TOT;AGRWTH;M;2012-06;1.896041
ESP;CPI;TOT;AGRWTH;M;2012-07;2.205898
ESP;CPI;TOT;AGRWTH;M;2012-08;2.65515
ESP;CPI;TOT;AGRWTH;M;2012-09;3.412495
ESP;CPI;TOT;AGRWTH;M;2012-10;3.474655
ESP;CPI;TOT;AGRWTH;M;2012-11;2.929628
ESP;CPI;TOT;AGRWTH;M;2012-12;2.867912
ESP;CPI;TOT;AGRWTH;M;2013-01;2.683075
ESP;CPI;TOT;AGRWTH;M;2013-02;2.754176
ESP;CPI;TOT;AGRWTH;M;2013-03;2.425898
ESP;CPI;TOT;AGRWTH;M;2013-04;1.38512
ESP;CPI;TOT;AGRWTH;M;2013-05;1.723409
ESP;CPI;TOT;AGRWTH;M;2013-06;2.063478
ESP;CPI;TOT;AGRWTH;M;2013-07;1.775154
ESP;CPI;TOT;AGRWTH;M;2013-08;1.518914
ESP;CPI;TOT;AGRWTH;M;2013-09;0.3414362
ESP;CPI;TOT;AGRWTH;M;2013-10;-0.09969302
ESP;CPI;TOT;AGRWTH;M;2013-11;0.2322456
ESP;CPI;TOT;AGRWTH;M;2013-12;0.2518345
ESP;CPI;TOT;AGRWTH;M;2014-01;0.1990737
ESP;CPI;TOT;AGRWTH;M;2014-02;-0.01797555
ESP;CPI;TOT;AGRWTH;M;2014-03;-0.145291
ESP;CPI;TOT;AGRWTH;M;2014-04;0.367822
ESP;CPI;TOT;AGRWTH;M;2014-05;0.2058387
ESP;CPI;TOT;AGRWTH;M;2014-06;0.08596923
ESP;CPI;TOT;AGRWTH;M;2014-07;-0.3406935
ESP;CPI;TOT;AGRWTH;M;2014-08;-0.4931181
ESP;CPI;TOT;AGRWTH;M;2014-09;-0.1547604
ESP;CPI;TOT;AGRWTH;M;2014-10;-0.09485229
ESP;CPI;TOT;AGRWTH;M;2014-11;-0.3717179
ESP;CPI;TOT;AGRWTH;M;2014-12;-1.041256
ESP;CPI;TOT;AGRWTH;M;2015-01;-1.318863
ESP;CPI;TOT;AGRWTH;M;2015-02;-1.073733
ESP;CPI;TOT;AGRWTH;M;2015-03;-0.66373
ESP;CPI;TOT;AGRWTH;M;2015-04;-0.6351558
ESP;CPI;TOT;AGRWTH;M;2015-05;-0.1827016
ESP;CPI;TOT;AGRWTH;M;2015-06;0.05627629
ESP;CPI;TOT;AGRWTH;M;2015-07;0.06777363
ESP;CPI;TOT;AGRWTH;M;2015-08;-0.4219241
ESP;CPI;TOT;AGRWTH;M;2015-09;-0.8783348
ESP;CPI;TOT;AGRWTH;M;2015-10;-0.7071226
ESP;CPI;TOT;AGRWTH;M;2015-11;-0.274138
ESP;CPI;TOT;AGRWTH;M;2015-12;0.016923
ESP;CPI;TOT;AGRWTH;M;2016-01;-0.2883419
ESP;CPI;TOT;AGRWTH;M;2016-02;-0.8430682
ESP;CPI;TOT;AGRWTH;M;2016-03;-0.8407239
ESP;CPI;TOT;AGRWTH;M;2016-04;-1.054756
ESP;CPI;TOT;AGRWTH;M;2016-05;-0.9883945
ESP;CPI;TOT;AGRWTH;M;2016-06;-0.7953188
ESP;CPI;TOT;AGRWTH;M;2016-07;-0.5936137
ESP;CPI;TOT;AGRWTH;M;2016-08;-0.1339089
ESP;CPI;TOT;AGRWTH;M;2016-09;0.1784264
ESP;CPI;TOT;AGRWTH;M;2016-10;0.6792896
ESP;CPI;TOT;AGRWTH;M;2016-11;0.6748241
ESP;CPI;TOT;AGRWTH;M;2016-12;1.569592
ESP;CPI;TOT;AGRWTH;M;2017-01;2.974958
ESP;CPI;TOT;AGRWTH;M;2017-02;2.967172
ESP;CPI;TOT;AGRWTH;M;2017-03;2.289605
ESP;CPI;TOT;AGRWTH;M;2017-04;2.553978
ESP;CPI;TOT;AGRWTH;M;2017-05;1.935568
ESP;CPI;TOT;AGRWTH;M;2017-06;1.509892
ESP;CPI;TOT;AGRWTH;M;2017-07;1.548003
ESP;CPI;TOT;AGRWTH;M;2017-08;1.620069
ESP;CPI;TOT;AGRWTH;M;2017-09;1.792093
ESP;CPI;TOT;AGRWTH;M;2017-10;1.570028
ESP;CPI;TOT;AGRWTH;M;2017-11;1.665895
ESP;CPI;TOT;AGRWTH;M;2017-12;1.112211
ESP;CPI;TOT;AGRWTH;M;2018-01;0.5744522
ESP;CPI;TOT;AGRWTH;M;2018-02;1.07395
ESP;CPI;TOT;AGRWTH;M;2018-03;1.214627
ESP;CPI;TOT;AGRWTH;M;2018-04;1.07864
ESP;CPI;TOT;AGRWTH;M;2018-05;2.051739
ESP;CPI;TOT;AGRWTH;M;2018-06;2.274264
ESP;CPI;TOT;AGRWTH;M;2018-07;2.246648
ESP;CPI;TOT;AGRWTH;M;2018-08;2.189005
ESP;CPI;TOT;AGRWTH;M;2018-09;2.259904
ESP;CPI;TOT;AGRWTH;M;2018-10;2.262633
ESP;CPI;TOT;AGRWTH;M;2018-11;1.686107
ESP;CPI;TOT;AGRWTH;M;2018-12;1.183323
ESP;CPI;TOT;AGRWTH;M;2019-01;0.9797102
ESP;CPI;TOT;AGRWTH;M;2019-02;1.089934
ESP;CPI;TOT;AGRWTH;M;2019-03;1.337842
ESP;CPI;TOT;AGRWTH;M;2019-04;1.520732
ESP;CPI;TOT;AGRWTH;M;2019-05;0.8097671
ESP;CPI;TOT;AGRWTH;M;2019-06;0.4292175
ESP;CPI;TOT;AGRWTH;M;2019-07;0.5268846
ESP;CPI;TOT;AGRWTH;M;2019-08;0.3276287
ESP;CPI;TOT;AGRWTH;M;2019-09;0.08363052
ESP;CPI;TOT;AGRWTH;M;2019-10;0.1285824
ESP;CPI;TOT;AGRWTH;M;2019-11;0.408101
ESP;CPI;TOT;AGRWTH;M;2019-12;0.7882764
ESP;CPI;TOT;AGRWTH;M;2020-01;1.097302
ESP;CPI;TOT;AGRWTH;M;2020-02;0.7316931
ESP;CPI;TOT;AGRWTH;M;2020-03;-0.01832244
ESP;CPI;TOT;AGRWTH;M;2020-04;-0.716993
ESP;CPI;TOT;AGRWTH;M;2020-05;-0.9157003
ESP;CPI;TOT;AGRWTH;M;2020-06;-0.3415248
ESP;CPI;TOT;AGRWTH;M;2020-07;-0.6201164
ESP;CPI;TOT;AGRWTH;M;2020-08;-0.5196127
ESP;CPI;TOT;AGRWTH;M;2020-09;-0.3697799
ESP;CPI;TOT;AGRWTH;M;2020-10;-0.8095048
ESP;CPI;TOT;AGRWTH;M;2020-11;-0.8138342
ESP;CPI;TOT;AGRWTH;M;2020-12;-0.5321777
ESP;CPI;TOT;AGRWTH;M;2021-01;0.4568051
ESP;CPI;TOT;AGRWTH;M;2021-02;-0.0163339
ESP;CPI;TOT;AGRWTH;M;2021-03;1.341641
ESP;CPI;TOT;AGRWTH;M;2021-04;2.229979
ESP;CPI;TOT;AGRWTH;M;2021-05;2.716712
ESP;CPI;TOT;AGRWTH;M;2021-06;2.731989
ESP;CPI;TOT;AGRWTH;M;2021-07;2.881346
ESP;CPI;TOT;AGRWTH;M;2021-08;3.301955
ESP;CPI;TOT;AGRWTH;M;2021-09;4.006517
ESP;CPI;TOT;AGRWTH;M;2021-10;5.366579
ESP;CPI;TOT;AGRWTH;M;2021-11;5.515716
SWE;CPI;TOT;AGRWTH;M;1989-04;6.42694
SWE;CPI;TOT;AGRWTH;M;1989-05;6.500597
SWE;CPI;TOT;AGRWTH;M;1989-06;6.58686
SWE;CPI;TOT;AGRWTH;M;1989-07;6.114844
SWE;CPI;TOT;AGRWTH;M;1989-08;6.322552
SWE;CPI;TOT;AGRWTH;M;1989-09;6.36989
SWE;CPI;TOT;AGRWTH;M;1989-10;6.459131
SWE;CPI;TOT;AGRWTH;M;1989-11;6.460192
SWE;CPI;TOT;AGRWTH;M;1989-12;6.618013
SWE;CPI;TOT;AGRWTH;M;1990-01;8.400284
SWE;CPI;TOT;AGRWTH;M;1990-02;8.152174
SWE;CPI;TOT;AGRWTH;M;1990-03;10.67388
SWE;CPI;TOT;AGRWTH;M;1990-04;10.05578
SWE;CPI;TOT;AGRWTH;M;1990-05;10.2104
SWE;CPI;TOT;AGRWTH;M;1990-06;9.78336
SWE;CPI;TOT;AGRWTH;M;1990-07;10.78536
SWE;CPI;TOT;AGRWTH;M;1990-08;11.10876
SWE;CPI;TOT;AGRWTH;M;1990-09;11.47739
SWE;CPI;TOT;AGRWTH;M;1990-10;11.24316
SWE;CPI;TOT;AGRWTH;M;1990-11;11.43898
SWE;CPI;TOT;AGRWTH;M;1990-12;10.90023
SWE;CPI;TOT;AGRWTH;M;1991-01;10.39125
SWE;CPI;TOT;AGRWTH;M;1991-02;13.0804
SWE;CPI;TOT;AGRWTH;M;1991-03;10.45141
SWE;CPI;TOT;AGRWTH;M;1991-04;10.65738
SWE;CPI;TOT;AGRWTH;M;1991-05;10.14149
SWE;CPI;TOT;AGRWTH;M;1991-06;10.06545
SWE;CPI;TOT;AGRWTH;M;1991-07;9.05336
SWE;CPI;TOT;AGRWTH;M;1991-08;8.15684
SWE;CPI;TOT;AGRWTH;M;1991-09;8.102627
SWE;CPI;TOT;AGRWTH;M;1991-10;7.801518
SWE;CPI;TOT;AGRWTH;M;1991-11;7.929762
SWE;CPI;TOT;AGRWTH;M;1991-12;7.916394
SWE;CPI;TOT;AGRWTH;M;1992-01;5.229505
SWE;CPI;TOT;AGRWTH;M;1992-02;2.430787
SWE;CPI;TOT;AGRWTH;M;1992-03;2.541622
SWE;CPI;TOT;AGRWTH;M;1992-04;2.215078
SWE;CPI;TOT;AGRWTH;M;1992-05;2.182042
SWE;CPI;TOT;AGRWTH;M;1992-06;2.052773
SWE;CPI;TOT;AGRWTH;M;1992-07;1.898177
SWE;CPI;TOT;AGRWTH;M;1992-08;2.112552
SWE;CPI;TOT;AGRWTH;M;1992-09;2.48244
SWE;CPI;TOT;AGRWTH;M;1992-10;2.290607
SWE;CPI;TOT;AGRWTH;M;1992-11;1.328372
SWE;CPI;TOT;AGRWTH;M;1992-12;1.858833
SWE;CPI;TOT;AGRWTH;M;1993-01;4.800347
SWE;CPI;TOT;AGRWTH;M;1993-02;5.049891
SWE;CPI;TOT;AGRWTH;M;1993-03;5.00475
SWE;CPI;TOT;AGRWTH;M;1993-04;5.204429
SWE;CPI;TOT;AGRWTH;M;1993-05;4.886554
SWE;CPI;TOT;AGRWTH;M;1993-06;4.812881
SWE;CPI;TOT;AGRWTH;M;1993-07;4.745646
SWE;CPI;TOT;AGRWTH;M;1993-08;4.785557
SWE;CPI;TOT;AGRWTH;M;1993-09;4.201788
SWE;CPI;TOT;AGRWTH;M;1993-10;4.317158
SWE;CPI;TOT;AGRWTH;M;1993-11;4.876591
SWE;CPI;TOT;AGRWTH;M;1993-12;4.075209
SWE;CPI;TOT;AGRWTH;M;1994-01;1.640023
SWE;CPI;TOT;AGRWTH;M;1994-02;1.668456
SWE;CPI;TOT;AGRWTH;M;1994-03;1.612041
SWE;CPI;TOT;AGRWTH;M;1994-04;1.597117
SWE;CPI;TOT;AGRWTH;M;1994-05;2.064691
SWE;CPI;TOT;AGRWTH;M;1994-06;2.421547
SWE;CPI;TOT;AGRWTH;M;1994-07;2.640809
SWE;CPI;TOT;AGRWTH;M;1994-08;2.559664
SWE;CPI;TOT;AGRWTH;M;1994-09;2.573845
SWE;CPI;TOT;AGRWTH;M;1994-10;2.378819
SWE;CPI;TOT;AGRWTH;M;1994-11;2.263844
SWE;CPI;TOT;AGRWTH;M;1994-12;2.468732
SWE;CPI;TOT;AGRWTH;M;1995-01;2.534431
SWE;CPI;TOT;AGRWTH;M;1995-02;2.583476
SWE;CPI;TOT;AGRWTH;M;1995-03;2.610385
SWE;CPI;TOT;AGRWTH;M;1995-04;2.869926
SWE;CPI;TOT;AGRWTH;M;1995-05;2.750855
SWE;CPI;TOT;AGRWTH;M;1995-06;2.617612
SWE;CPI;TOT;AGRWTH;M;1995-07;2.496482
SWE;CPI;TOT;AGRWTH;M;1995-08;2.33904
SWE;CPI;TOT;AGRWTH;M;1995-09;2.099016
SWE;CPI;TOT;AGRWTH;M;1995-10;2.216122
SWE;CPI;TOT;AGRWTH;M;1995-11;2.249562
SWE;CPI;TOT;AGRWTH;M;1995-12;2.110092
SWE;CPI;TOT;AGRWTH;M;1996-01;1.581625
SWE;CPI;TOT;AGRWTH;M;1996-02;1.338402
SWE;CPI;TOT;AGRWTH;M;1996-03;1.404118
SWE;CPI;TOT;AGRWTH;M;1996-04;1.018769
SWE;CPI;TOT;AGRWTH;M;1996-05;0.7984657
SWE;CPI;TOT;AGRWTH;M;1996-06;0.5485678
SWE;CPI;TOT;AGRWTH;M;1996-07;0.4157515
SWE;CPI;TOT;AGRWTH;M;1996-08;0.08246937
SWE;CPI;TOT;AGRWTH;M;1996-09;-0.01170321
SWE;CPI;TOT;AGRWTH;M;1996-10;-0.1946207
SWE;CPI;TOT;AGRWTH;M;1996-11;-0.3543476
SWE;CPI;TOT;AGRWTH;M;1996-12;-0.1875073
SWE;CPI;TOT;AGRWTH;M;1997-01;-0.06259291
SWE;CPI;TOT;AGRWTH;M;1997-02;-0.2188184
SWE;CPI;TOT;AGRWTH;M;1997-03;-0.2722676
SWE;CPI;TOT;AGRWTH;M;1997-04;-0.05042473
SWE;CPI;TOT;AGRWTH;M;1997-05;0.06601173
SWE;CPI;TOT;AGRWTH;M;1997-06;0.5572659
SWE;CPI;TOT;AGRWTH;M;1997-07;0.5976096
SWE;CPI;TOT;AGRWTH;M;1997-08;1.118305
SWE;CPI;TOT;AGRWTH;M;1997-09;1.478678
SWE;CPI;TOT;AGRWTH;M;1997-10;1.509302
SWE;CPI;TOT;AGRWTH;M;1997-11;1.543572
SWE;CPI;TOT;AGRWTH;M;1997-12;1.647685
SWE;CPI;TOT;AGRWTH;M;1998-01;0.6967823
SWE;CPI;TOT;AGRWTH;M;1998-02;0.6030702
SWE;CPI;TOT;AGRWTH;M;1998-03;0.3471139
SWE;CPI;TOT;AGRWTH;M;1998-04;0.1397082
SWE;CPI;TOT;AGRWTH;M;1998-05;0.3026775
SWE;CPI;TOT;AGRWTH;M;1998-06;-0.03875368
SWE;CPI;TOT;AGRWTH;M;1998-07;-0.06988934
SWE;CPI;TOT;AGRWTH;M;1998-08;-0.6402794
SWE;CPI;TOT;AGRWTH;M;1998-09;-1.161092
SWE;CPI;TOT;AGRWTH;M;1998-10;-1.018134
SWE;CPI;TOT;AGRWTH;M;1998-11;-1.104483
SWE;CPI;TOT;AGRWTH;M;1998-12;-1.212845
SWE;CPI;TOT;AGRWTH;M;1999-01;-0.221583
SWE;CPI;TOT;AGRWTH;M;1999-02;-0.09731413
SWE;CPI;TOT;AGRWTH;M;1999-03;0.1282599
SWE;CPI;TOT;AGRWTH;M;1999-04;0.05813052
SWE;CPI;TOT;AGRWTH;M;1999-05;0.07737543
SWE;CPI;TOT;AGRWTH;M;1999-06;0.4342095
SWE;CPI;TOT;AGRWTH;M;1999-07;0.2175856
SWE;CPI;TOT;AGRWTH;M;1999-08;0.7342316
SWE;CPI;TOT;AGRWTH;M;1999-09;1.042477
SWE;CPI;TOT;AGRWTH;M;1999-10;0.9432132
SWE;CPI;TOT;AGRWTH;M;1999-11;0.9222507
SWE;CPI;TOT;AGRWTH;M;1999-12;1.313482
SWE;CPI;TOT;AGRWTH;M;2000-01;0.4480461
SWE;CPI;TOT;AGRWTH;M;2000-02;0.9312293
SWE;CPI;TOT;AGRWTH;M;2000-03;1.032529
SWE;CPI;TOT;AGRWTH;M;2000-04;0.7203997
SWE;CPI;TOT;AGRWTH;M;2000-05;1.008969
SWE;CPI;TOT;AGRWTH;M;2000-06;0.8415039
SWE;CPI;TOT;AGRWTH;M;2000-07;0.8025433
SWE;CPI;TOT;AGRWTH;M;2000-08;0.8723297
SWE;CPI;TOT;AGRWTH;M;2000-09;0.8700339
SWE;CPI;TOT;AGRWTH;M;2000-10;0.9728524
SWE;CPI;TOT;AGRWTH;M;2000-11;1.307114
SWE;CPI;TOT;AGRWTH;M;2000-12;0.9771486
SWE;CPI;TOT;AGRWTH;M;2001-01;1.504926
SWE;CPI;TOT;AGRWTH;M;2001-02;1.393607
SWE;CPI;TOT;AGRWTH;M;2001-03;1.655909
SWE;CPI;TOT;AGRWTH;M;2001-04;2.630263
SWE;CPI;TOT;AGRWTH;M;2001-05;2.835929
SWE;CPI;TOT;AGRWTH;M;2001-06;2.706324
SWE;CPI;TOT;AGRWTH;M;2001-07;2.669231
SWE;CPI;TOT;AGRWTH;M;2001-08;2.851872
SWE;CPI;TOT;AGRWTH;M;2001-09;2.988322
SWE;CPI;TOT;AGRWTH;M;2001-10;2.486766
SWE;CPI;TOT;AGRWTH;M;2001-11;2.466316
SWE;CPI;TOT;AGRWTH;M;2001-12;2.65925
SWE;CPI;TOT;AGRWTH;M;2002-01;2.71303
SWE;CPI;TOT;AGRWTH;M;2002-02;2.588997
SWE;CPI;TOT;AGRWTH;M;2002-03;2.709853
SWE;CPI;TOT;AGRWTH;M;2002-04;2.266851
SWE;CPI;TOT;AGRWTH;M;2002-05;1.838482
SWE;CPI;TOT;AGRWTH;M;2002-06;1.837427
SWE;CPI;TOT;AGRWTH;M;2002-07;1.996703
SWE;CPI;TOT;AGRWTH;M;2002-08;1.804933
SWE;CPI;TOT;AGRWTH;M;2002-09;1.72318
SWE;CPI;TOT;AGRWTH;M;2002-10;2.329816
SWE;CPI;TOT;AGRWTH;M;2002-11;2.042939
SWE;CPI;TOT;AGRWTH;M;2002-12;2.081942
SWE;CPI;TOT;AGRWTH;M;2003-01;2.663691
SWE;CPI;TOT;AGRWTH;M;2003-02;3.321581
SWE;CPI;TOT;AGRWTH;M;2003-03;2.969532
SWE;CPI;TOT;AGRWTH;M;2003-04;2.161647
SWE;CPI;TOT;AGRWTH;M;2003-05;1.779711
SWE;CPI;TOT;AGRWTH;M;2003-06;1.646904
SWE;CPI;TOT;AGRWTH;M;2003-07;1.656444
SWE;CPI;TOT;AGRWTH;M;2003-08;1.567375
SWE;CPI;TOT;AGRWTH;M;2003-09;1.533698
SWE;CPI;TOT;AGRWTH;M;2003-10;1.274556
SWE;CPI;TOT;AGRWTH;M;2003-11;1.310425
SWE;CPI;TOT;AGRWTH;M;2003-12;1.272403
SWE;CPI;TOT;AGRWTH;M;2004-01;0.7247427
SWE;CPI;TOT;AGRWTH;M;2004-02;-0.3987069
SWE;CPI;TOT;AGRWTH;M;2004-03;-0.1608119
SWE;CPI;TOT;AGRWTH;M;2004-04;0.2151772
SWE;CPI;TOT;AGRWTH;M;2004-05;0.5816667
SWE;CPI;TOT;AGRWTH;M;2004-06;0.4212573
SWE;CPI;TOT;AGRWTH;M;2004-07;0.6178192
SWE;CPI;TOT;AGRWTH;M;2004-08;0.5276473
SWE;CPI;TOT;AGRWTH;M;2004-09;0.5310179
SWE;CPI;TOT;AGRWTH;M;2004-10;0.7601291
SWE;CPI;TOT;AGRWTH;M;2004-11;0.3916355
SWE;CPI;TOT;AGRWTH;M;2004-12;0.2800014
SWE;CPI;TOT;AGRWTH;M;2005-01;-0.02518348
SWE;CPI;TOT;AGRWTH;M;2005-02;0.6888096
SWE;CPI;TOT;AGRWTH;M;2005-03;0.1324361
