COMPANY;NAME;EMPLOYEES;SUMMARY;PROFIT_MARGINS;NET_INCOME;REVENUE_GROWTH;TOTAL_REVENUE;OPERATING_MARGIN;DEBT_TO_EQUITY;FOREWARD_PE;PE;REVENUE_PER_SHARE;DIVIDEND_YIELD;NBR_SHARES;MARKET_CAP;TOTAL_DEBT
BARC.L;Barclays PLC;81600.0;"Barclays PLC, through its subsidiaries, provides various financial products and services in the United Kingdom, Europe, the Americas, Africa, the Middle East, and Asia. The company operates through Barclays UK and Barclays International divisions. It offers financial services, such as retail banking, credit cards, wholesale banking, investment banking, wealth management, and investment management services. The company also engages in securities dealing activities; and issues credit cards. The company was formerly known as Barclays Bank Limited and changed its name to Barclays PLC in January 1985. Barclays PLC was founded in 1690 and is headquartered in London, the United Kingdom.";0.29862;6074999808.0;0.087;23103000576.0;0.40493;;0.06064098;5.0779552;1.373;0.0399;15045495800.0;26626422784.0;667679981568.0
BDEV.L;Barratt Developments plc;6329.0;"Barratt Developments plc engages in the housebuilding and commercial development businesses in Great Britain. It acquires and develops land; plans, designs, and constructs homes, apartments, penthouses, and communities; and retail, leisure, office, industrial, and mixed-use properties. The company offers homes under the Barratt Homes, David Wilson Homes, and Barratt London brands. It is also involved in the commercial development activities under the Wilson Bowden Developments brand name. The company was incorporated in 1958 and is headquartered in Coalville, the United Kingdom.";0.14505;662000000.0;-0.099;4564100096.0;0.20065;4.387;0.060262963;7.3765626;4.485;0.0683;1013118329.0;4827411456.0;245200000.0
BARN.SW;Barry Callebaut AG;13289.0;"Barry Callebaut AG, together with its subsidiaries, manufactures and sells cocoa and chocolate products. The company provides chocolates, compounds, chips and chunks, cocoa, cacao fruit, fillings, coatings, nuts, decorations and inclusions, and food colorants, as well as personalization sheets. It also offers cocoa powder, chocolate drinks, cappuccions, dessert drinks, dairy and non-dairy products, tea, and coffee. The company provides products under the Cacao Barry, Callebaut, Carma, Mona Lisa, Van Houten Professional, Bensdorp, Cabosse Naturals, D'Orsogna Dolciaria, IBC, and La Morella Nuts names. In addition, it offers centralized treasury and management services; and conference and training services. The company serves food manufacturers and artisans; and professional users of chocolate, including chocolatiers, pastry chefs, bakers, hotels, restaurants, or caterers. It also offers products for vending machines. The company operates primarily in the United States, Germany, the United Kingdom, Belgium, France, Mexico, Brazil, Poland, Switzerland, rest of Europe, rest of Americas, and the Asia Pacific. Barry Callebaut AG was incorporated in 1994 and is headquartered in Zürich, Switzerland.";0.05198;403199008.0;0.158;7756426752.0;0.0788;86.232;29.884418;30.727379;1415.301;0.0124;3524905.0;11762183168.0;2326874880.0
BAS.DE;BASF SE;108718.0;BASF SE operates as a chemical company worldwide. The company operates through six segments: Chemicals, Materials, Industrial Solutions, Surface Technologies, Nutrition & Care, and Agricultural Solutions. The Chemicals segment provides petrochemicals and intermediates. The Materials segment offers advanced materials and their precursors for applications and systems, such as isocyanates and polyamides, as well as inorganic basic products and specialties for plastic and plastic processing industries. The Industrial Solutions segment develops and markets ingredients and additives for industrial applications, such as polymer dispersions, pigments, resins, electronic materials, antioxidants, light stabilizers, oilfield chemicals, mineral processing, and hydrometallurgical chemicals. The Surface Technologies segment offers chemical solutions and automotive OEM, which include refinish coatings, surface treatment, catalysts, battery materials, and precious and base metal services for the automotive and chemical industries. The Nutrition & Care segment provides nutrition and care ingredients for food and feed producers, as well as pharmaceutical, cosmetics, detergent, and cleaner industries. The Agricultural Solutions segment offers crop protection products and seeds, such as fungicides, herbicides, insecticides, and biological crop production products, as well as seed treatment products. The company has strategic partnerships with Contemporary Amperex TechnologyCo., Limited on battery materials solutions, including cathode active materials and battery recycling. BASF SE was founded in 1865 and is headquartered in Ludwigshafen am Rhein, Germany.;0.061079998;5062000128.0;0.19;82280996864.0;0.097799994;49.24;7.303633;6.836437;89.768;0.069299996;910966230.0;38773592064.0;20953999360.0
BLC.PA;Bastide Le Confort Médical SA;3039.0;"Bastide Le Confort Médical SA engages in the sale and rental of medical equipment in France. The company offers comfort and health products, such as lift chairs, bathroom and well-being products, pillows and cushions, seats, phones keys, measuring devices, technical aids, fitness products, blood pressure monitors, and pillboxes ; and incontinence products, including absorbent and support briefs, anatomical protections, protections for men and women, disposable mattress pads, PVC panties, and hygiene and body care products. It also provides medical materials comprising home support products wheel chairs, electric scooters, walkers, bed tables and rails, and transfer aids, air mattress, sick lifts, and standers; and medical equipment consisting of consumables, care and dressings, hygiene and disinfection products, outfits and briefcases, and other medical equipment, as well as home support services for elderly, senior, or disabled. It offers its products through approximately 130 stores, as well as through an online store. The company was founded in 1977 and is headquartered in Caissargues, France.";0.03029;13452000.0;0.079;444072992.0;0.08445;420.432;13.113553;19.562841;60.431;0.0073;3303327.0;261313856.0;357615008.0
BBWI;Bath & Body Works, Inc.;8800.0;Bath & Body Works, Inc. operates a specialty retailer of home fragrance, body care, and soaps and sanitizer products. The company sells its products under the Bath & Body Works, White Barn, and other brand names through specialty retail stores and websites located in the United States and Canada, as well as through international stores operated by partners under franchise, license, and wholesale arrangements. As of January 29, 2022, it operated 1,755 company-operated retail stores and 338 international partner-operated stores. The company was formerly known as L Brands, Inc. and changed its name to Bath & Body Works, Inc. in August 2021. Bath & Body Works, Inc. was founded in 1963 and is headquartered in Columbus, Ohio.;0.16912001;1075000064.0;0.114;7881999872.0;0.25488;;7.4578314;5.391047;29.301;0.015700001;192540052.0;7976527360.0;6013000192.0
BG.VI;BAWAG Group AG;3207.0;"BAWAG Group AG operates as a holding company for BAWAG P.S.K. Bank für Arbeit und Wirtschaft und Österreichische Postsparkasse Aktiengesellschaft that provides various banking products and services in Austria, Western Europe, North America, and internationally. The company's Retail & SME segment offers savings, payments, cards, lending, investment, and insurance products and services; small business lending; factoring and leasing business; social housing activities; and real estate leasing platforms. Its Corporates & Public segment provides lending products to international corporates; international real estate financing; corporate, mid-cap, and public lending; and other financial services. The company's Treasury segment offers trading and investment services, such as asset-liability management transactions, including secured and unsecured funding. The company is headquartered in Vienna, Austria.";0.49545;492600000.0;0.122;1043699968.0;0.54671;;8.189944;10.147669;11.746;0.0699;84940841.0;3907842816.0;7228000256.0
BAX;Baxter International Inc.;60000.0;"Baxter International Inc., through its subsidiaries, develops and provides a portfolio of healthcare products worldwide. The company offers peritoneal dialysis and hemodialysis, and additional dialysis therapies and services; intravenous therapies, infusion pumps, administration sets, and drug reconstitution devices; remixed and oncology drug platforms, inhaled anesthesia and critical care products and pharmacy compounding services; parenteral nutrition therapies and related products; biological products and medical devices used in surgical procedures for hemostasis, tissue sealing and adhesion prevention; and continuous renal replacement therapies and other organ support therapies focused in the intensive care unit. It also provides connected care solutions, including devices, software, communications, and integration technologies; integrated patient monitoring and diagnostic technologies to help diagnose, treat, and manage a various illness and diseases, including respiratory therapy, cardiology, vision screening, and physical assessment; surgical video technologies, tables, lights, pendants, precision positioning devices and other accessories. In addition, the company offers contracted services to various pharmaceutical and biopharmaceutical companies. Its products are used in hospitals, kidney dialysis centers, nursing homes, rehabilitation centers, doctors' offices, and patients at home under physician supervision. The company sells its products through direct sales force, as well as through independent distributors, drug wholesalers, and specialty pharmacy or other alternate site providers in approximately 100 countries. It has an agreement with Celerity Pharmaceutical, LLC to develop acute care generic injectable premix and oncolytic molecules. Baxter International Inc. was incorporated in 1931 and is headquartered in Deerfield, Illinois.";0.07804;1057000000.0;0.258;13544999936.0;0.15526;200.745;15.246574;28.10606;27.009;0.0159;501002729.0;33436276736.0;18310000640.0
BAYN.DE;Bayer Aktiengesellschaft;95950.0;"Bayer Aktiengesellschaft, together its subsidiaries, operates as a life science company worldwide. It operates through Pharmaceuticals, Consumer Health, and Crop Science segments. The Pharmaceuticals segment offers prescription products primarily for cardiology and women's health care; specialty therapeutics in the areas of oncology, hematology, and ophthalmology; and diagnostic imaging equipment and contrast agents, as well as cell and gene therapy. The Consumer Health segment markets nonprescription over-the-counter medicines, medical products, medicated skincare products, nutritional supplements, and self-care solutions in dermatology, nutritional supplements, pain and cardiovascular risk prevention, digestive health, allergy, and cold and cough. The Crop Science segment offers chemical and biological crop protection products, improved plant traits, seeds, digital solution, and pest and weed control products, as well as customer service for agriculture. This segment also provides breeding, propagation, and production/processing of seeds, including seed dressing. The company has a collaboration agreement with MD Anderson Cancer Center to develop oncology drugs; research and license agreement with Dewpoint Therapeutics, Inc. for the development of new treatments for cardiovascular and gynecological diseases; collaboration agreement with Exscientia Ltd, Foundation Medicine Inc., and Evotec AG; research collaboration with Arvinas Inc.; strategic research partnership with University of Oxford to develop novel gynecological therapies; and Kyoto University to identify new drugs candidates for the treatment of pulmonary diseases. It distributes its products through wholesalers, pharmacies and pharmacy chains, supermarkets, online and other retailers, and hospitals, as well as directly to farmers. Bayer Aktiengesellschaft was founded in 1863 and is headquartered in Leverkusen, Germany.";0.02268;1000000000.0;0.112;44081000448.0;0.16225;123.227;8.523599;385.26666;44.87;0.033099998;;56774283264.0;40872001536.0
BBVA.MC;Banco Bilbao Vizcaya Argentaria, S.A.;111402.0;"Banco Bilbao Vizcaya Argentaria, S.A., together with its subsidiaries, provides retail banking, wholesale banking, and asset management services. It offers current accounts; and demand, savings, overnight, time, term, and subordinated deposits. The company also provides loan products; deals in securities; and manages pension and investment funds. In addition, it offers credit cards; corporate and investment banking services; insurance products and services; and real estate services. The company provides its products through online and mobile channels. As of December 31, 2021, it operated through a network of 6,083 branches and 29,148 ATMs. It operates in Spain, Mexico, South America, the United States, Turkey, Asia, and rest of Europe. Banco Bilbao Vizcaya Argentaria, S.A. was founded in 1857 and is headquartered in Bilbao, Spain.";0.26237;4652000256.0;0.207;19414999040.0;0.56482;;6.3867645;6.80721;3.033;0.0761;6602231880.0;28401612800.0;53539999744.0
SAB.MC;Banco de Sabadell, S.A.;19878.0;"Banco de Sabadell, S.A. provides banking products and services to personal, business, and private customers in Spain and internationally. The company offers retail banking products, such as current and savings accounts, personal loans, cards, and mortgages. It also provides financial products and services to large and medium enterprises, SMEs, shops and self-employed workers, private individuals, and professionals; and consumer finance, asset management, and bancassurance services. In addition, the company offers corporate banking services, including financing services, transactional banking services, and other complex custom solutions in finance, treasury, and import/export, among others. Further, it provides insurance and pension products. As of December 31, 2021, the company operated 1,593 branches. Banco de Sabadell, S.A. was founded in 1881 and is based in Alicante, Spain.";0.13046;429644992.0;-0.101;4064379904.0;0.2613;;11.522857;57.61428;0.728;0.0422;5572208054.0;4499536896.0;30870654976.0
SAN.MC;Banco Santander, S.A.;198204.0;"Banco Santander, S.A. provides various retail and commercial banking products and services to individuals, small and medium-sized enterprises, and large companies worldwide. It offers demand and time deposits, and current and savings accounts; mortgages, consumer finance, syndicated corporate loans, structured financing, cash management, export and agency finance, trade and working capital solutions, and corporate finance; and insurance products. The company also provides cash, asset, and wealth management; and private banking services. In addition, it is involved in the corporate banking; treasury, risk hedging, foreign trade, confirming, custody, and investment banking activities. The company operates through a network of 9,879 branches. The company was formerly known as Banco Santander Central Hispano S.A. and changed its name to Banco Santander, S.A. in June 2007. Banco Santander, S.A. was founded in 1856 and is headquartered in Madrid, Spain.";0.22712;8493000192.0;0.094;39886000128.0;0.39442003;;6.1333337;9.355932;2.339;0.048;16839450720.0;47047237632.0;311757996032.0
BC8.DE;Bechtle AG;12880.0;Bechtle AG provides information technology (IT) services primarily in Europe. The company operates in two segments, IT System House & Managed Services, and IT E-Commerce. The IT System House & Managed Services segment offers IT strategy consulting, hardware and software selling, project planning and implementation, system integration, IT services, and training for IT operation. This segment also provides applications for business intelligence, customer relationship management, enterprise resource planning, product lifecycle management, computer-aided design/computer-aided manufacturing, product data management, enterprise content management, document management systems, artificial intelligence. The IT E-Commerce segment provides hardware and software products, and peripherals and accessories that comprises approximately 40,000 products through an online shop and telesales. The company also provides data center, modern workplace, networking, IT security, consulting, professional, managed, training, financial, remarketing, and cloud services, as well as design, development, and implementation of software services. It serves customers in the fields of industry, trade, finance, and the public sector. Bechtle AG was founded in 1983 and is headquartered in Neckarsulm, Germany.;0.04362;231446000.0;-0.145;5305488896.0;0.06066;36.156;19.994896;21.628035;42.107;0.0136;81874800.0;4937939968.0;489228000.0
BDX;Becton, Dickinson and Company;75000.0;"Becton, Dickinson and Company develops, manufactures, and sells medical supplies, devices, laboratory equipment, and diagnostic products for healthcare institutions, physicians, life science researchers, clinical laboratories, pharmaceutical industry, and the general public worldwide. The company's BD Medical segment offers peripheral intravenous (IV) and advanced peripheral catheters, central lines, acute dialysis catheters, vascular care and preparation products, needle-free IV connectors and extensions sets, closed-system drug transfer devices, hazardous drug detections, hypodermic syringes and needles, anesthesia needles and trays, enteral syringes, and sharps disposal systems; IV medication and infusion therapy delivery systems, medication compounding workflow systems, automated medication dispensing and supply management systems, and medication inventory optimization and tracking systems; syringes, pen needles, and other products for diabetes; and prefillable drug delivery systems. Its BD Life Sciences segment provides specimen and blood collection products; automated blood and tuberculosis culturing, molecular testing, microorganism identification and drug susceptibility, and liquid-based cytology systems, as well as rapid diagnostic assays, microbiology laboratory automation products, and plated media products; and fluorescence-activated cell sorters and analyzers, antibodies and kits, reagent systems, and solutions for single-cell gene expression analysis, as well as clinical oncology, immunological, and transplantation diagnostic/monitoring reagents and analyzers. The company's BD Interventional segment offers hernia and soft tissue repair, biological and bioresorbable grafts, biosurgery, and other surgical products; surgical infection prevention, surgical and laparoscopic instrumentation products; peripheral intervention products; and urology and critical care products. The company was founded in 1897 and is based in Franklin Lakes, New Jersey.";0.08862001;1676000000.0;-0.06;19928000512.0;0.15014;72.119;18.342104;36.630657;69.24;0.0139999995;283959479.0;71522992128.0;17423998976.0
BEI.DE;Beiersdorf Aktiengesellschaft;20567.0;Beiersdorf Aktiengesellschaft engages in the manufacture and distribution of consumer goods in Europe, the Americas, Africa, Asia, and Australia. It operates in two segments, Consumer Business and Tesa Business. The Consumer Business Segment offers skin and body care products. The Tesa Business segment provides adhesive tapes and self-adhesive products and system solutions for industries, craft businesses, and consumers. This segment offers its system solutions to the automotive, electronics, printing and paper, and building and construction industries. It offers its products under the NIVEA, Eucerin, La Prairie, Labello, Hansaplast, 8x4, FLORENA, Coppertone, HIDROFUGAL, GAMMON, SKIN STORIES, FLORENA FERMENTED SKINCARE, STOP THE WATER WHILE USING ME, CHAUL, TESA, O.W.N., Chantecaille, Elastoplast, CURITAS, and Beiersdorf brands. The company was founded in 1882 and is headquartered in Hamburg, Germany. Beiersdorf Aktiengesellschaft is a subsidiary of maxingvest ag.;0.08365;638000000.0;0.049;7626999808.0;0.1319;2.48;26.770493;33.168587;33.626;0.0075;97845173.0;22223726592.0;171000000.0
BEIA-B.ST;Beijer Alma AB (publ);3285.0;"Beijer Alma AB (publ), together with its subsidiaries, engages in component manufacturing and industrial trading business in Sweden and internationally. The company offers industrial springs, as well as wire and flat strip components; replacement springs for cars and light trucks; industrial products, such as technical components, consumables, and machinery; fluid technology products, such as hoses, hose fittings, hydraulics, rubber sheeting, seals, and other industrial rubber; and fire hoses, gaskets, and plastic components. It also provides cables and cable harnesses for telecom, nuclear power, defense, offshore, and other industries. The company was formerly known as Beijer Alma Industri & Handel and changed its name to Beijer Alma AB (publ) in 1998. Beijer Alma AB (publ) was incorporated in 1983 and is headquartered in Uppsala, Sweden.";0.1003;582800000.0;0.329;5810299904.0;0.1481;88.341;19.694477;17.560772;96.429;0.0188;48456835.0;10099945472.0;2520900096.0
BEAN.SW;BELIMO Holding AG;1921.0;"BELIMO Holding AG, together with its subsidiaries, develops, manufactures, and sells damper actuators, control valves, sensors, and meters for heating, ventilation, and air conditioning (HVAC) systems in Europe, the Americas, and the Asia Pacific. The company offers HVAC damper actuators for use in various on/off, modulating, or communicating damper and life safety applications, including air handlers, economizer and variable air volume terminal units, fan coil units, unit ventilators, and life safety dampers. It also provides various pressure dependent valves, such as the characterized control, quick compact, and butterfly valves; mechanical pressure independent valves for complex flow challenges, and pressure-independent quick compact and characterized control valves; electronic pressure independent valves; and Internet of Things cloud-connected pressure independent valves. In addition, the company provides accurate sensors for measuring temperature, humidity, pressure, CO2, and volatile compounds in pipe and duct applications; system solutions to optimize energy efficiency; and retrofit solutions to replace valve assemblies and actuators, or damper actuators. BELIMO Holding AG was founded in 1975 and is headquartered in Hinwil, Switzerland.";0.15114;115671000.0;0.168;765342976.0;0.1898;2.106;2.1595;38.556934;62.23;0.0223;11245351.0;4206394880.0;10768000.0
BWY.L;Bellway p.l.c.;2908.0;Bellway p.l.c., together with its subsidiaries, engages in the home building business in the United Kingdom. The company builds and sells homes ranging from one-bedroom apartments to six-bedroom family homes, as well as provides homes to housing associations for social housing. It offers homes under Bellway and Ashberry brands. The company was incorporated in 1978 and is headquartered in Newcastle upon Tyne, the United Kingdom.;0.12945;411900000.0;0.035;3182000128.0;0.17822;3.79;0.05227615;6.81444;25.801;0.0553;122540694.0;2655589376.0;130000000.0
BEN.PA;;;;;;;;;;;;;;;;
BKY.L;;;;;;;;;;;;;;;;
BRK-B;Berkshire Hathaway Inc.;372000.0;"Berkshire Hathaway Inc., through its subsidiaries, engages in the insurance, freight rail transportation, and utility businesses worldwide. It provides property, casualty, life, accident, and health insurance and reinsurance; and operates railroad systems in North America. The company also generates, transmits, stores, and distributes electricity from natural gas, coal, wind, solar, hydroelectric, nuclear, and geothermal sources; operates natural gas distribution and storage facilities, interstate pipelines, liquefied natural gas facilities, and compressor and meter stations; and holds interest in coal mining assets. In addition, the company manufactures boxed chocolates and other confectionery products; specialty chemicals, metal cutting tools, and components for aerospace and power generation applications; flooring products; insulation, roofing, and engineered products; building and engineered components; paints and coatings; and bricks and masonry products, as well as offers manufactured and site-built home construction, and related lending and financial services. Further, it provides recreational vehicles, apparel products, jewelry, and custom picture framing products, as well as alkaline batteries; castings, forgings, fasteners/fastener systems, and aerostructures; and seamless pipes, fittings, downhole casing and tubing, and mill forms. Additionally, the company distributes televisions and information; franchises and services quick service restaurants; distributes electronic components; and offers logistics services, grocery and foodservice distribution services, and professional aviation training and shared aircraft ownership programs. It also retails automobiles; furniture, bedding, and accessories; household appliances, electronics, and computers; jewelry, watches, crystal, china, stemware, flatware, gifts, and collectibles; kitchenware; and motorcycle apparel and equipment. The company was incorporated in 1998 and is headquartered in Omaha, Nebraska.";0.32523;89795002368.0;0.115;276093992960.0;0.41603002;23.159;21.808777;0.0049454803;182821.92;;2410723.0;623144009728.0;119253000192.0
BBY;Best Buy Co., Inc.;57750.0;"Best Buy Co., Inc. retails technology products in the United States and Canada. The company operates in two segments, Domestic and International. Its stores provide computing products, such as desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions; networking products; tablets covering e-readers; smartwatches; and consumer electronics consisting of digital imaging, health and fitness, home theater, portable audio comprising headphones and portable speakers, and smart home products. The company's stores also offer appliances, such as dishwashers, laundry, ovens, refrigerators, blenders, coffee makers, and vacuums; entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products; and other products, such as baby, food and beverage, luggage, outdoor living, and sporting goods. In addition, it provides consultation, delivery, design, health-related, installation, memberships, repair, set-up, technical support, and warranty-related services. The company offers its products through stores and websites under the Best Buy, Best Buy Ads, Best Buy Business, Best Buy Health, CST, Current Health, Geek Squad, Lively, Magnolia, Best Buy Mobile, Pacific Kitchen, Home, and Yardbird, as well as domain names bestbuy.com, currenthealth.com, lively.com, yardbird.com, and bestbuy.ca. As of January 30, 2022, it had 1,144 stores. The company was formerly known as Sound of Music, Inc. The company was incorporated in 1966 and is headquartered in Richfield, Minnesota.";0.04741;2454000128.0;-0.034;51761000448.0;0.05815;130.397;8.092092;7.221309;209.729;0.040799998;201725240.0;17967501312.0;3937999872.0
BHP.AX;BHP Group Limited;40110.0;"BHP Group Limited operates as a resources company in Australia, Europe, China, Japan, India, South Korea, rest of Asia, North America, South America, and internationally. It operates through Petroleum, Copper, Iron Ore, and Coal segments. The company engages in the exploration, development, and production of oil and gas properties; and mining of copper, silver, zinc, molybdenum, uranium, gold, iron ore, and metallurgical and energy coal. It is also involved in mining, smelting, and refining of nickel; and potash development activities. In addition, the company provides towing, freight, marketing and trading, marketing support, finance, administrative, and other services. The company was founded in 1851 and is headquartered in Melbourne, Australia.";0.24855;15706999808.0;0.275;67878998016.0;0.49609002;36.089;10.080605;12.9096775;13.417;0.1046;5047385910.0;202593648640.0;19821000704.0
BHP;BHP Group Limited;40110.0;"BHP Group Limited operates as a resources company in Australia, Europe, China, Japan, India, South Korea, rest of Asia, North America, South America, and internationally. It operates through Petroleum, Copper, Iron Ore, and Coal segments. The company engages in the exploration, development, and production of oil and gas properties; and mining of copper, silver, zinc, molybdenum, uranium, gold, iron ore, and metallurgical and energy coal. It is also involved in mining, smelting, and refining of nickel; and potash development activities. In addition, the company provides towing, freight, marketing and trading, marketing support, finance, administrative, and other services. The company was founded in 1851 and is headquartered in Melbourne, Australia.";0.24855;15706999808.0;0.275;67878998016.0;0.49609002;36.089;27.607843;12.627803;26.834;0.1102;2523692955.0;142554365952.0;19821000704.0
BB.PA;Société BIC SA;10471.0;"Société BIC SA manufactures and sells stationery, lighter, shaver, and other products worldwide. It offers ball and coloring felt pens, markers, sticky notes, leads, whiteboards, and correction tapes, as well as graphite, coloring, mechanical, and other pencils; reusable notebooks, smart pens, erasers, crayons, art and craft kits, refillable shavers, razors shave cream, body and face lotions, finger painting products, and watercolors; permanent, single, metallic, and temporary tattoo markers; gel ink, roller, and fineliner pens; and ball and gel pen, color, and mechanical refills. The company also provides pocket, utility, decorated, non-decorated classic, electronic, and multipurpose lighters. In addition, it sells pantyhoses, batteries, and shaving preps; and advertising and promotional products. Further, the company is involved in the provision of delivery services; production of industrial equipment; and manufacture and distribution of IT solutions and consumer products, as well as in real estate and insurance activities. It markets its products primarily under the BIC, BIC Kids, Cello, Lucky, RocketBook, Tipp-Ex, BIC Wite-Out, DJEEP, BIC Soleil, Us, MADE FOR YOU, BIC Evolution, and BodyMark brands through a range of channels, including retail mass-market distributors, traditional stores, and office product stationers, as well as an e-commerce site. The company was founded in 1944 and is headquartered in Clichy, France.";0.1137;220195008.0;0.255;1936594944.0;0.07564;;9.668509;8.121905;43.413;0.0375;23130468.0;2340492032.0;0.0
BYG.L;Big Yellow Group Plc;412.0;Big Yellow is the UK's brand leader in self storage. Big Yellow now operates from a platform of 103 stores, including 25 stores branded as Armadillo Self Storage, in which the Group has a 20% interest. We own a further 11 Big Yellow self storage development sites, of which eight have planning consent. The current maximum lettable area of the existing platform (including Armadillo) is 6.0 million sq ft. When fully built out the portfolio will provide approximately 6.8 million sq ft of flexible storage space. Of the Big Yellow stores and sites, 98% by value are held freehold and long leasehold, with the remaining 2% short leasehold. The Group has pioneered the development of the latest generation of self storage facilities, which utilise state of the art technology and are in high profile, accessible, main road locations. Our focus on the location and visibility of our Big Yellow stores, coupled with our excellent customer service and our market leading online platform, has created the most recognised brand name in the UK self storage industry.;2.96251;459524000.0;0.291;155112992.0;0.61889;24.064;0.29128596;5.0443845;0.877;0.0299;169536374.0;2404448768.0;427631008.0
BIG.PA;BigBen Interactive;1060.0;"BigBen Interactive designs, manufactures, and distributes accessories for video game consoles, and smartphones and tablets in France and internationally. It also offers audio products; and publishes and distributes video games, as well as provides technical support services. The company was founded in 1981 and is headquartered in Lesquin, France.";0.04698;13213000.0;-0.085;281259008.0;0.07011;47.978;8.709678;24.107143;14.358;0.0208;12913870.0;316253184.0;145664000.0
BILL.ST;BillerudKorsnäs AB (publ);4197.0;"BillerudKorsnäs AB (publ) provides fiber based packaging materials and solutions in Sweden and internationally. It operates through three segments: Product area Board, Product area Paper, and Solutions & Other. The company offers kraft papers for medical equipment and food packaging sectors; and sack papers for making sacks. It also provides packaging solutions and systems for brand owners; and manufactures and sells liquid packaging and carton boards, as well as fluting and liners. The company serves packaging manufacturers, brand owners, and large retail and supermarket chains. BillerudKorsnäs AB (publ)was incorporated in 1926 and is headquartered in Solna, Sweden.";0.05647;1484999936.0;0.156;26294999040.0;0.070700005;33.561;12.275542;17.523571;127.116;0.0319;181750467.0;24607305728.0;6726000128.0
BIIB;Biogen Inc.;9610.0;"Biogen Inc. discovers, develops, manufactures, and delivers therapies for treating neurological and neurodegenerative diseases. The company offers TECFIDERA, VUMERITY, AVONEX, PLEGRIDY, TYSABRI, and FAMPYRA for multiple sclerosis (MS); SPINRAZA for spinal muscular atrophy; and FUMADERM to treat plaque psoriasis. It also provides BENEPALI, an etanercept biosimilar referencing ENBREL; ADUHELM for the treatment of Alzheimer's disease; IMRALDI, an adalimumab biosimilar referencing HUMIRA; and FLIXABI, an infliximab biosimilar referencing REMICADE. In addition, the company offers RITUXAN for treating non-Hodgkin's lymphoma, chronic lymphocytic leukemia (CLL), rheumatoid arthritis, two forms of ANCA-associated vasculitis, and pemphigus vulgaris; RITUXAN HYCELA for non-Hodgkin's lymphoma and CLL; GAZYVA to treat CLL and follicular lymphoma; and OCREVUS for treating relapsing MS and primary progressive MS; and other anti-CD20 therapies. Further, it develops BIIB135, BIIB061, BIIB091, and BIIB107 for MS and neuroimmunology; Aducanumab, Lecanemab, BIIB076, and BIIB080 to treat Alzheimer's disease and dementia; BIIB067, BIIB078, BIIB105, BIIB100, and BIIB110 to treat neuromuscular disorders; BIIB124, BIIB094, BIIB118, BIIB101, and BIIB122 for treating Parkinson's disease and movement disorders; BIIB125 and BIIB104 for treating neuropsychiatry; Dapirolizumab pegol and BIIB059 to treat immunology related diseases; BIIB093 and BIIB131 to treat acute neurology; BIIB074 for neuropathic pain; and BYOOVIZ, BIIB800, and SB15 biosimilars, which are under various stages of development. The company has collaboration and license agreements with Acorda Therapeutics, Inc.; Alkermes Pharma Ireland Limited; Denali Therapeutics Inc.; Eisai Co., Ltd.; Genentech, Inc.; Neurimmune SubOne AG; Ionis Pharmaceuticals, Inc.; Samsung Bioepis Co., Ltd.; Sangamo Therapeutics, Inc.; and Sage Therapeutics, Inc. Biogen Inc. was founded in 1978 and is headquartered in Cambridge, Massachusetts.";0.1417;1556099968.0;-0.042;10981699584.0;0.31285998;70.19;11.437128;20.742878;73.653;;146541010.0;31131031552.0;7692599808.0
BIM.PA;bioMérieux S.A.;12084.0;"bioMérieux S.A. develops and produces in vitro diagnostic solutions for the diagnosis of infectious diseases in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company offers systems, which use biological samples to diagnose infectious diseases, cardiovascular pathologies, and various cancers; and microbiological testing of manufacturing primarily for food, pharmaceutical, cosmetics, and veterinary sectors. It serves clinical and hospital laboratories, physicians, blood banks, and industrial control laboratories. The company was formerly known as B-D Mérieux. bioMérieux S.A. was founded in 1963 and is headquartered in Marcy l'Etoile, France. bioMérieux S.A. is a subsidiary of Institut Mérieux SA.";0.17804001;601100032.0;0.097;3376199936.0;0.23725;14.569;40.44248;21.355139;28.548;0.0069999998;42521769.0;10803846144.0;462500000.0
