COMPANY;NAME;EMPLOYEES;SUMMARY;PROFIT_MARGINS;NET_INCOME;REVENUE_GROWTH;TOTAL_REVENUE;OPERATING_MARGIN;DEBT_TO_EQUITY;FOREWARD_PE;PE;REVENUE_PER_SHARE;DIVIDEND_YIELD;NBR_SHARES;MARKET_CAP;TOTAL_DEBT
CAP.PA;Capgemini SE;352100.0;"Capgemini SE provides consulting, digital transformation, technology, and engineering services primarily in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company offers strategy and transformation services, including strategy, technology, data science, and creative design to support various clients within the digital economy. It also provides applications and technology services that helps the clients to develop, modernize, extend, and secure their IT and digital environment using the latest technologies, as well as offers local technology services in cloud, cybersecurity, quality assurance, testing, and new technology fields. In addition, the company offers business process outsourcing and transactional services, as well as installation and maintenance services for its clients' IT infrastructures in data centers or in the cloud. It serves various industries, including consumer goods and retail; energy and utilities; banking, capital markets, and insurance; manufacturing and life sciences; public sector; telecommunications, media, and technology; and services. Capgemini SE has a strategic partnership with CONA Services LLC to develop digital solutions for the consumer products industry and retail customers. The company was founded in 1967 and is headquartered in Paris, France.";0.06858;1380999936.0;0.227;20137000960.0;0.11457;;26.478981;31.774775;118.713;0.0128999995;156159476.0;30155145216.0;
CA.PA;Carrefour SA;319565.0;"Carrefour SA operates stores in various formats and channels in France, Spain, Italy, Belgium, Poland, Romania, Brazil, Argentina, and Taiwan. The company operates hypermarkets, supermarkets, convenience stores, cash and carry stores, and hypercash stores; e-commerce sites; and service stations. Its stores offer fresh produce; local products; consumer goods; and non-food products, including electronic and household appliances, textiles, and childcare products. The company is also involved in banking, insurance, property development, and franchise activities; the provision of travel agency services; and the rental of shopping malls. As of December 31. 2021, it operated 253 hypermarkets, 1,043 supermarkets, 4,330 convenience stores, 147 cash and carry outlets, and 26 soft discount stores in France; 457 hypermarkets, 1,926 supermarkets, 3,430 convenience stores, 12 cash and carry outlets, and 81 soft discount stores in rest of Europe; 184 hypermarkets, 151 supermarkets, 558 convenience stores, 259 cash and carry outlets, and one soft discount store in Argentina and Brazil; and 70 hypermarkets, four supermarkets, and 274 convenience stores in Taiwan, as well as 688 stores through local franchisee partners in Middle East, Africa, etc. Carrefour SA was founded in 1959 and is based in Massy, France.";0.0134000005;1032000000.0;0.135;78791000064.0;0.029719999;159.074;;20.87642;103.512;0.0313;587997013.0;12688381952.0;19282999296.0
CO.PA;;;;;;;;;;;;;;;;
CAS.PA;;;;;;;;;;;;;;;;
CATG.PA;SA Catana Group;329.0;SA Catana Group designs, constructs, and markets pleasure boats in France and internationally. It offers catamarans under the CATANA and Bali brand names. The company was formerly known as Poncin Yachts SA. SA Catana Group was founded in 2001 and is based in Canet-en-Roussillon, France.;0.13506;16774000.0;0.462;124200000.0;0.15842;44.388;8.513888;32.95699;4.046;0.0182;21943147.0;188190384.0;25428000.0
CTRG.PA;;;;;;;;;;;;;;;;
CBOT.PA;CBo Territoria SA;95.0;CBo Territoria SA engages in the urban planning and development, property development, and property investment activities in France. It develops and sells residential and commercial properties. The company also owns approximately 3,000 hectares of land in Réunion Island. CBo Territoria SA is based in Sainte-Marie, France.;0.18308;15724000.0;-0.248;85885000.0;0.25505;95.54;10.617646;10.027777;2.398;0.0661;26211821.0;129268680.0;214904992.0
CGM.PA;Cegedim SA;5345.0;"Cegedim SA operates as a technology and services company in the digital data flow management for healthcare ecosystem and B2B, and business software publisher for healthcare and insurance professionals worldwide. It operates in two divisions, Health Insurance, HR and e-Services; and Healthcare Professionals. The Health Insurance, HR and e-Services division markets various products and services to insurance companies, mutual insurers, personal protection insurers, and insurance brokers, as well as engages in the interactions between these entities and healthcare professionals. This division also provides solutions for hosting, HR and payroll management outsourcing, and electronic data exchange services. The Healthcare Professionals division offers management software, databases, and solutions to doctors, allied health professionals, pharmacists, and healthcare facilities. The company was incorporated in 1969 and is headquartered in Boulogne-Billancourt, France. Cegedim SA is a subsidiary of FCB SA.";0.04998;26224000.0;0.049;524708992.0;0.06981;118.553;;25.15306;38.071;0.0239;5735833.0;272063040.0;275503008.0
CGG.PA;;;;;;;;;;;;;;;;
CRI.PA;Chargeurs SA;2198.0;"Chargeurs SA operates as a manufacturing and services company in France and internationally. The company operates through four segments: Protective Films, PCC Fashion Technologies, Museum Solutions, and Luxury Materials. The Protective Films segment produces self-adhesive films that protect fragile surfaces during industrial processing, transport, or installation. The PCC Fashion Technologies segment produces interlining for women's and men's apparels. The Museum Solutions segment offers visual communication solutions for retail, exhibitions, and museums; and produces printed and functionalized textiles for the advertising, decoration, home, and building markets. The Luxury Materials segment supplies combed wool including Nativa Precious Fiber. It serves in Europe, the Americas, Asia, Oceania, and Africa. The company was formerly known as Chargetex 1 and changed its name to Chargeurs SA in 1997. Chargeurs SA was founded in 1872 and is headquartered in Paris, France.";0.041539997;30600000.0;0.2;736600000.0;0.06286;140.592;10.845071;8.603352;31.23;0.091000006;17410118.0;369010176.0;375100000.0
CIB.PA;;;;;;;;;;;;;;;;
CLA.PA;Claranova SE;800.0;"Claranova SE engages in the internet, mobile, and internet of things businesses in the Unites States, the United Kingdom, Germany, France, India, other European countries, and internationally. It operates in three segments: PlanetArt, Avanquest, and myDevices. The PlanetArt segment offers FreePrints Photobooks for photo albums; FreePrints Photo Tiles for wall decorations; FreePrints Cards for greeting cards; FreePrints Gifts for personalized goods; Personal Creations' for personalized gifts; and CafePress' for personalized products, such as T-shirts, mugs, and tote bags. The Avanquest segment provides the antivirus, ad blocker, cleaning, and optimization tools sold under the Adaware brand; document management tools under the SodaPDF brand name; and photo editor software and apps under the inPixio brand. This segment also provides SignPDF, a new digital signature solution. The myDevices segment offers myDevices, an application platform that provides a range of IoT solutions for the management of assets. The company was formerly known as Avanquest S.A. and changed its name to Claranova S.E. in June 2017. Claranova SE was founded in 1984 and is based in La Garenne-Colombes, France.";0.010319999;4900000.0;0.01;474600000.0;0.057729997;464.607;;16.526316;11.306;;38265721.0;143648416.0;165400000.0
COM.PA;;;;;;;;;;;;;;;;
CNP.PA;;;;;;;;;;;;;;;;
COFA.PA;COFACE SA;3667.0;"COFACE SA, through its subsidiaries, provides credit insurance products and related services for microenterprises, small and medium enterprises, mid-market companies, international corporations, financial institutions, and clients of distribution partners. The company offers credit insurance products to protect companies against default on payment of its trade receivables. It also provides integrated credit management solutions comprising credit insurance, single risk insurance, business information and debt collection services for insured and uninsured businesses; and factoring services, as well as contract and environmental surety, customs and excise, and legal bonds; and payment guarantees. In addition, the company offers business information services through its ICON portal. It operates in Western Europe, Northern Europe, Central and Eastern Europe, the Mediterranean and Africa, North America, Latin America, and the Asia-Pacific. The company was founded in 1946 and is headquartered in Bois-Colombes, France.";0.14151;244992000.0;0.19;1731265024.0;0.19223;185.742;12.55;11.895735;11.601;0.1469;103935052.0;1496281216.0;3578921984.0
ACA.PA;Crédit Agricole S.A.;75975.0;"Crédit Agricole S.A. provides retail, corporate, insurance, and investment banking products and services worldwide. It operates through Asset Gathering; Large Customers; Specialised Financial Services; French Retail Banking - LCL; and International Retail Banking. The company offers banking products and services, including savings and current accounts and deposits, finance, payments, and flow management services; consumer finance products; and banking and specialized financial services. It also provides wealth management services that allow individual customers to manage, protect, and transfer their assets, as well as other asset management services; and savings/retirement, death and disability/creditor/group, and property and casualty insurance products. In addition, the company offers financing solutions for property and equipment investment and renewal requirements; trade receivable financing and management solutions for corporates; and financing services for renewable energy and public infrastructure projects, as well as leasing services. Further, it provides investment banking, structured finance, international trade finance, commercial banking, capital market, and syndication services; and asset servicing solutions for investment products, as well as various asset classes, such as execution, clearing, forex, security lending and borrowing, custody, depositary bank, fund administration, middle-office outsourcing solutions, and fund distribution support and issuer services. The company serves retail customers, corporates, banks and financial institutions, government agencies, and local authorities. Crédit Agricole S.A. was founded in 1894 and is headquartered in Montrouge, France. Crédit Agricole S.A. operates as a subsidiary of SAS Rue La Boétie.";0.25107;4976999936.0;0.055;21312999424.0;0.32633;;5.886076;11.58157;7.064;0.1169;1200637386.0;28136220672.0;538399997952.0
BN.PA;Danone S.A.;98105.0;"Danone S.A. operates in the food and beverage industry in Europe, Noram, Latin America, the Asia Pacific, Africa, and the Middle East. The company operates through three segments: Essential Dairy & Plant-Based, Specialized Nutrition, and Waters. It produces and distributes yogurts; milk products; coffee creamers, drinks, and beverages; plant-based products; and ice creams, desserts, and nutritional powdered protein products under the Actimel, Activia, Alpro, Aptamil, Danette, Danio, Danonino, evian, Nutricia, Nutrilon, Volvic, as well as under the licensed brands, including International Delight, Dunkin' Donuts, and Bailey's. The company also offers specialized nutrition products for pregnant and breastfeeding mothers, infants, and young children under the Aptamil, Nutrilon, Gallia, Cow & Gate, Blédina, Bebelac, Olvarit, and Happy Family Organics brands. In addition, it provides tube feeding products under the Nutrison name; oral nutritional supplements under the Fortimel and NutriDrink names; and hypoallergenic products for children with allergies primarily under the Aptamil ProSyneo, Aptamil Pepti Syneo, and Neocate Syneo names. Further, the company offers water with natural fruit extracts, fruit juice, and vitamins under the evian, Volvic, Aqua, Mizone, Bonafont, Villavicencio, Villa del Sur, Hayat, Sirma, Fontvella, Lanjarón, Salus, Aqua d'Or, and Zywiec Zdroj brands. It distributes its products through retail chains and traditional market outlets; convenience stores; hospitals, clinics, and pharmacies; and e-commerce. The company was formerly known as Groupe Danone and changed its name to Danone S.A. in April 2009. Danone S.A. was incorporated in 1899 and is headquartered in Paris, France.";0.079239994;1898000000.0;0.089;24280999936.0;0.13735;95.459;13.469071;17.484108;37.578;0.0361;628557812.0;33346373632.0;16586000384.0
DSY.PA;;;;;;;;;;;;;;;;
DBV.PA;;;;;;;;;;;;;;;;
DBG.PA;Derichebourg SA;38154.0;"Derichebourg SA provides environmental services to businesses, and local and municipal authorities worldwide. The company's Environmental Services division engages in collection, sorting, recycling, and recovering of ferrous and non-ferrous metals from end-of-life consumer goods, including automobiles, electrical and electronic waste, etc.; recuperation materials, such as industrial demolitions; and new scrap from transformation processes, which include production waste. The division also offers waste collection and urban cleaning services; manages waste collection center and consumer; collects and treats wastewater; produces and distributes drinking water; and treats xenobiotics. Its Multiservices division provides outsourcing services for industrial and service sector companies, as well as for public services and local authorities. This division offers industrial cleaning and maintenance, and handling/logistics services; electrical and air conditioning engineering, and multi-technical maintenance; facility management services; remote surveillance; reception desk and corporate event planning, retail and event reception, and mail services; public and traffic lightings; urban billboards, and maintenance services for urban furnishings; green spaces, and roads and utility services; general and specialized temporary staffing services; temporary aeronautics and wind farm staffing services; aeronautics recruitment services; and training center services. Derichebourg SA was founded in 1956 and is headquartered in Paris, France.";0.04834;218200000.0;0.544;4514100224.0;0.07053;128.878;5.004504;42.73077;28.32;0.051599998;92173192.0;885450240.0;1003699968.0
DGM.PA;;;;;;;;;;;;;;;;
EDEN.PA;Edenred SA;8847.0;"Edenred SA provides transactional solutions for companies, employees, and merchants worldwide. It offers employee benefit solutions, including Ticket Restaurant, Ticket Alimentación, Ticket Transporte, Ticket Cultura, and Ticket CESU; and fleet and mobility solutions, such as Ticket Log, Ticket Car, and UTA. The company also provides complementary solutions comprising corporate payment solutions that enhance the management of inter-company cash flows made through checks or transfers; PrePay solutions; incentives and rewards programs, including Ticket Compliments and Ticket Kadéos; and public social programs. Its solutions are used in various areas, such as meals, food, fuel, business travel, childcare, shopping, transportation, agriculture, education, healthcare, training, and human services. The company was founded in 1954 and is headquartered in Issy-les-Moulineaux, France.";0.20138;350000000.0;0.211;1738000000.0;0.31588;;;52.45361;6.982;0.018;235769705.0;12653805568.0;3705999872.0
EDF.PA;Electricité de France S.A.;163423.0;"Electricité de France S.A., an integrated energy company, engages in the power generation, transmission, distribution, supply, and trading activities in France, the United Kingdom, Italy, and internationally. The company generates electricity through nuclear, fossil fuel, hydro, solar, wind, biomass, biogas, thermal, and cogeneration plants. It also manages low and medium-voltage public electricity distribution networks; operates, maintains, and develops high-voltage and very-high-voltage electricity transmission networks; and services and produces equipment and fuel for nuclear reactors. In addition, the company is involved in commodity trading activities; and the provision of energy services, including district heating services, thermal energy services, etc. It serves approximately 38.5 million customers, including small businesses, local authorities, and industrial and residential customers. The company was founded in 1946 and is headquartered in Paris, France. Electricité de France S.A. was formerly a subsidiary of The EDF Group.";-0.03917;-4904999936.0;0.672;111102001152.0;-0.02121;95.451;7.865132;249.0625;35.806;0.0478;488556969.0;38707183616.0;68074000384.0
GID.PA;Egide S.A.;254.0;"Egide S.A., together with its subsidiaries, designs, manufactures, and sells hermetic packages to protect and interconnect various types of electronic or photonic chips in France, rest of the European Union, North America, and internationally. The company offers ceramic-to-metal-seal, glass-to-metal-seal, high temperature cofired ceramic, power, opto-electronics, and microwave/RF packages, as well as inks. It also provides thermal management materials and metallic components, such as molybdenum copper and copper tungsten; glass beads; and surface treatment services. The company serves the defense and space, telecommunications, civil aeronautics, security and industrial, and energy markets. Egide S.A. was incorporated in 1986 and is headquartered in Bollène, France.";0.0061799996;201000.0;0.252;32503000.0;-0.092700005;85.796;-20.05;6.79661;3.141;;10258195.0;8298213.0;9930000.0
FGR.PA;Eiffage SA;73500.0;Eiffage SA engages in the construction, infrastructure, energy systems, and concessions businesses in France and internationally. The company's Construction segment offers urban development, building design and construction, property development, and maintenance and facilities management services for public and private-sector customers. Its Infrastructure segment is involved in the civil engineering, road and rail design and construction, drainage, earthworks, and metallic construction. The company's Energy Systems segment designs, constructs, integrates, operates, and maintains of energy and telecommunication systems and installations. Its Concessions segment finances, designs, builds, maintains, and services motorways and other large infrastructure projects, public facilities, and buildings and urban developments, as well as operates toll structures under concessions and public-private partnerships. The company was incorporated in 1920 and is headquartered in Vélizy-Villacoublay, France.;0.04048;777000000.0;0.078;19196999680.0;0.09746;225.441;12.17704;23.16842;197.084;0.0339;77207667.0;8526092800.0;15320999936.0
EKI.PA;EKINOPS S.A.;485.0;"EKINOPS S.A. provides telecommunications solutions for telecom operators and businesses in France and internationally. The company offers Ekinops360, an optical transport and OTN switch solution; OneAccess, which provides physical and virtualized access platforms for enterprise and edge networks; and Compose that supports service providers in making their networks software-defined with various software management tools and services. It also provides optical transport, voice and data access, and software-defined services. The company was founded in 2003 and is based in Lannion, France.";0.04646;4812000.0;0.123;103567000.0;0.03267;33.764;176.0;56.32;4.034;;19064290.0;181601024.0;33356000.0
ELIOR.PA;;;;;;;;;;;;;;;;
ELIS.PA;Elis SA;47841.0;"Elis SA provides linen and work wear textile, hygiene, and well-being services in France, the United Kingdom, Ireland, Central Europe, Scandinavia, Eastern Europe, Southern Europe, Latin America, and internationally. The company offers table, kitchen, and hotel linens; workwear and personal protective equipment; floor protection mats, mops, and wiping cloths; industrial wipers; beverage solutions, such as water coolers and accessories, cups and bottles, and coffee machines; and pest control, insect control, or disinfection services. It also provides washroom hygiene services, such as hand washing and drying, lavatories, air fragrancing, toilet hygiene and urinal, and feminine hygiene; and reusable cleanroom garments, footwear, goggles, logistics, and related contamination control solutions, as well as cleaning systems. In addition, the company offers medical waste collection, management, and disposal services, as well as personal laundry services for residential facilities, daycares, and schools. It primarily serves the catering, accommodation, healthcare and welfare, industries, trade and retail, and services sectors, as well as public authorities and administration. Elis SA was founded in 1883 and is headquartered in Saint-Cloud, France.";0.043909997;151800000.0;0.297;3456600064.0;0.111669995;136.387;9.311595;713.8889;15.946;0.0254;179945150.0;2877654784.0;4250500096.0
ENGI.PA;;;;;;;;;;;;;;;;
ERA.PA;;;;;;;;;;;;;;;;
ERYP.PA;;;;;;;;;;;;;;;;
ESI.PA;ESI Group SA;1099.0;"ESI Group SA, together with its subsidiaries, designs, develops, and distributes virtual prototyping software solutions in Europe, the Middle East, Africa, the Asia Pacific, and the Americas. The company offers vibro-acoustics, which allows engineers to perform accurate predictive noise and vibration design assessments early in the design cycle; virtual reality and performance solutions; and virtual seat solutions. It also provides SimulationX, a single platform for modeling, simulating, and analyzing technical systems; SYSWELD, which enables the designers and process planners to virtually manufacture, assemble, and test physically realistic virtual assemblies; SYSTUS, which offers a complete resolution to analysis challenges in mechanics, heat transfer, and electrotechnics; PROSIVIC simulation software; PAM-STAMP that provides sheet metal forming solutions; interior solutions; PAM-COMPOSITES; ACE+ Suite, a CFD and high-fidelity multiphysics simulation software; and ProCAST, which offers casting solutions. In addition, the company offers consulting, technical support and assistance, and training services, as well as operates myESI, a customer portal. It serves aeronautics/aerospace, defense, naval, automotive, energy, ground transportation, heavy machinery, and other industries. The company was founded in 1973 and is headquartered in Rungis, France.";-0.13525;-18474000.0;0.058;136595008.0;0.07985;81.462;;281.6;23.946;;2369677.0;402513408.0;59160000.0
EL.PA;EssilorLuxottica Société anonyme;150316.0;"EssilorLuxottica Société anonyme designs, manufactures, and distributes ophthalmic lenses, frames, and sunglasses in North America, Europe, Latin America, Asia, Oceania, and Africa. It operates in five segments: Wholesale, Retail, Lenses and Optical Instruments, Equipment, and Sunglasses and Readers. The Wholesale segment engages in the manufacture and wholesale distribution of luxury and sports eyewear. The Retail segment retails luxury and sports eyewear. The Lenses and Optical Instruments segment offers lenses and small equipment, including Varilux progressive lenses; Crizal antireflective, anti-smudge, and antistatic lenses; Transitions photochromic lenses; Eyezen lenses for users of computers, tablets, smartphones, and other connected devices; Xperio polarized sun lenses; and Nikon and Kodak corrective lens brands. It also provides lens edging and mounting instruments for opticians and prescription laboratories; optometry instruments for eye care professionals, schools, occupational medicine centers, military, and other institutions; and Transitions Signature Gen 8 photochromic lens, as well as develops solutions for online sales of optical products. The Equipment segment offers digital surfacing machines and lens coating machines to prescription laboratories, integrated optical chains, and lens manufacturers. The Sunglasses and Readers segment provides non-prescription sunglasses and reading glasses under the Foster Grant, Gargoyles, Magnivision, Corinne McCormack, Monkey Monkey, Ryders Eyewear, and SolarShield brands; Reebok, Steve Madden, Betsey Johnson, Nine West, Dockers, French Connection, Ironman, Rawlings, Bodyglove, Panama Jack, Marvel, and Disney; Bolon, Molsion, Qina, and Prosun brands; and Mujosh and Aojo brands. It has a network of 490 prescription laboratories and edging-mounting facilities. The company was formerly known as Essilor International Société Anonyme and changed its name to EssilorLuxottica Société anonyme in October 2018. EssilorLuxottica Société anonyme was founded in 1849 and is headquartered in Paris, France.";0.07381;1463000064.0;0.348;19819999232.0;0.12644;36.157;31.002066;789.7369;45.167;0.0165;274467326.0;66380320768.0;13016000512.0
ES.PA;;;;;;;;;;;;;;;;
RF.PA;;;;;;;;;;;;;;;;
ERF.PA;Eurofins Scientific SE;61000.0;"Eurofins Scientific SE, together with its subsidiaries, provides various analytical testing and laboratory services worldwide. The company offers a portfolio of approximately 200,000 analytical methods to evaluate the safety, identity, composition, authenticity, origin, traceability, and purity of various products. It provides services such as agro-science, including biological assessment, consumer and human, and environmental safety, product chemistry, regulatory consultancy, and seed services; agro testing; assurance, such as product inspection, auditing, certification, training and consultation of food, consumer products, and healthcare and cosmetics; biopharma, and clinical diagnostics. In addition, the company offers consumer product testing, which include product compliance and audit, testing, certifications and approvals, inspections, training courses, and digital media and cyber security for various industries; cosmetics and personal care; environment testing, including water, air, soil, waste, and other products testing; and food and feed testing that include allergen, GMO, grain, meat, nano material, pesticides, and residual DNA testing. Further, it offers audit and certification, authenticity, carbohydrates, consulting, dioxins and POPs, food irradiation, labelling, law, heavy metals, identity preservation, mealtime, molecular and microbiology, mycotoxins, nutritional analyses, organic containments, packaging/migration, radioactivity, rapidest, sensorsy and consumer research, trainings, veterinary drug residues, and vitamins services. Additionally, the company provides forensic, genomic, maritime, materials and engineering, REACH, and technologies services. It operates approximately 900 laboratories in 54 countries. The company was founded in 1987 and is headquartered in Luxembourg City, Luxembourg.";0.0987;642700032.0;0.043;6856900096.0;0.16559;70.182;3.5574288;16.40029;35.694;0.013200001;129216453.0;12966203392.0;3345799936.0
EUCAR.PA;;;;;;;;;;;;;;;;
ETL.PA;Eutelsat Communications S.A.;1093.0;"Eutelsat Communications S.A. engages in the operation of telecommunication satellites for the digital communications markets. It provides video services, such as broadcast DTH, distribution, HD and ultra HD channels, and occasional use services; connectivity services; and Internet of Things and low earth orbit solutions. The company offers its services under the Eutelsat brand directly and through distributors. As of June 30, 2021, it operated 38 satellites in geostationary orbit. The company serves broadcasters, companies, telecom operators, individuals, and government agencies in France, Italy, the United Kingdom, rest of Europe, the Americas, the Middle East, Africa, Asia, and internationally. The company was founded in 1977 and is headquartered in Issy-les-Moulineaux, France.";0.20041999;230800000.0;-0.043;1151600000.0;0.32988998;121.729;9.768817;7.12549;5.0;0.1252;166762373.0;2091294336.0;3482299904.0
EXE.PA;;;;;;;;;;;;;;;;
EO.PA;;;;;;;;;;;;;;;;
FDJ.PA;La Française des Jeux Société anonyme;2732.0;La Française des Jeux Société anonyme operates lottery and online sports betting games worldwide. The company offers instant and draw games. Its brand portfolio comprises Loto, EuroMillions, Cash, Amigo, Joker, Bingo Live, Keno, Mission Patrimoine, and Parions Sport. The company was founded in 1933 and is headquartered in Boulogne-Billancourt, France.;0.13043;294200000.0;0.096;2255699968.0;0.17427;62.682;;28.918678;11.813;0.0356;101340497.0;6180500992.0;519700000.0
FALG.PA;;;;;;;;;;;;;;;;
FGA.PA;;;;;;;;;;;;;;;;
FPN.PA;;;;;;;;;;;;;;;;
GFC.PA;Gecina;500.0;Gecina operates innovative and sustainable living spaces. The Group owns, manages and develops Europe's leading office portfolio, with nearly 97% located in the Paris Region, and a portfolio of residential assets and student residences, with over 9,000 apartments. These portfolios are valued at 20 billion euros at end-June 2020. Gecina has firmly established its focus on innovation and its human approach at the heart of its strategy to create value and deliver on its purpose: Empowering shared human experiences at the heart of our sustainable spaces. For our 100,000 clients, this ambition is supported by our client-centric brand YouFirst. It is also positioned at the heart of UtilesEnsemble, our label setting out our commitment to the environment, to people and to the quality of life in cities. Gecina is a French real estate investment trust (SIIC) listed on Euronext Paris, and is part of the SBF 120, CAC Next 20, CAC Large 60, Euronext 100, FTSE4Good, DJSI Europe and World, Stoxx Global ESG Leaders and Vigeo indices. In 2020, Gecina was awarded the maximum A rating in the CDP climate change rankings.;1.40202;1028929984.0;-0.015;733892992.0;0.62759;55.098;14.445338;42.785717;9.955;0.053000003;50476067.0;6623202816.0;7251509248.0
GENX.PA;Generix SA;741.0;"Generix SA develops SaaS based supply chain solutions worldwide. The company's supply chain hub platform offers supply chain execution solutions, including warehouse management software; transport management software to reduce transport costs and associated administrative charges; warehouse management system software; yard management software; and logistics order management system software. Its supply chain hub platform also provides B2B integration solutions, such as EDI services, invoice services solution, AP automation solution, and archive services; and collaboration and visibility solutions comprising supplier, customer, carrier transport, third-party logistics providers (3PL) portals, as well as stock replenishment software, order tracking solutions, and onboarding services, as well as collaborative network. In addition, the company offers sales marketing orchestration; local POS; and TradeXpress, a B2B integration software. It serves food, beverage, pharmaceutical, automotive, aerospace, consumer packaged goods, retail/multi-channel, e-commerce, and logistic industries. The company was founded in 1990 and is headquartered in Lesquin, France.";0.04024;3400000.0;0.022;84500000.0;0.014199999;56.659;;121.25;;;5978619.0;220060992.0;25363000.0
GNFT.PA;;;;;;;;;;;;;;;;
GV.PA;;;;;;;;;;;;;;;;
SIGHT.PA;;;;;;;;;;;;;;;;
GET.PA;;;;;;;;;;;;;;;;
CEN.PA;;;;;;;;;;;;;;;;
FNAC.PA;Fnac Darty SA;22576.0;"Fnac Darty SA engages in the retail of entertainment and leisure products, consumer electronics, and domestic appliances in France and Switzerland, Belgium and Luxembourg, and the Iberian Peninsula. The company offers consumer electronics, including desktop computers, laptops, tablets, software, printers, e-readers, telephones and office products, and accessories, as well as various connected products; cameras and photography accessories; televisions and video accessories, such as DVD players, Blu-Ray players, and other accessories; and audio items and accessories comprising MP3 players, headphones, docking stations, and related accessories. It also provides editorial products that include hard copy and digital books; discs comprising music CDs, and video DVDs, and Blu-Ray discs; video games and gaming consoles; and gadgets, T-shirts, musical instruments, and others. In addition, the company offers refrigerators/freezers, cooking equipment, dishwashers, and washing machines/dryers; vacuum cleaners, food processors, and body care and water/air treatment appliances; and kitchen units, home and design products, games and toys, urban mobility, stationery, and wellbeing products. Further, it provides warranty extension, product insurance sale, repair-related subscription sale, after-sale, and delivery and installation services; rental services for consumer electronics and delivery services; ticketing and gift boxes; and membership cards for the company's loyalty programs. The company sells its products through its stores and e-commerce websites. It operates 957 points of sale, including 390 franchises. The company was founded in 1954 and is headquartered in Ivry-sur-Seine, France.";0.01565;127000000.0;-0.011;8005600256.0;0.03197;131.43;6.059925;660.4082;302.041;0.0511;11244627.0;863458688.0;2003000064.0
GOE.PA;;;;;;;;;;;;;;;;
SFPI.PA;GROUPE SFPI SA;3842.0;"GROUPE SFPI SA designs, manufactures, and markets equipment for the safety industry in Europe and internationally. The company operates through four divisions: DOM Security, MAC, MMD, and NEU-JKF. It offers opening and closure systems, such as windows and carpentry, blinds and shutters, awnings, front and garage doors, and industrial closures for housing and industrial buildings under the France Fermetures, Franciaflex, Faber, or SIPA Menuiseries brands. The company also provides mechanical and digital locking solutions for home owners, small businesses, and large organizations; and locking equipment for industrial groups. In addition, it offers air treatment solutions, such as de-dusting systems, filtration and air conditioning, pneumatic conveying, industrial fans, etc. for food, agro-milling, wood, chemistry, cement, glass, minerals and metals, paperboard and paper, can, nuclear, plastic, aeronautics, and automotive industries. Further, the company provides thermal processing and sterilization solutions for food, chemistry, heavy, and other industries. GROUPE SFPI SA was founded in 1985 and is headquartered in Paris, France.";0.05653;32165000.0;0.05;568969984.0;0.07665;38.576;10.416667;6.281407;6.135;0.030299999;;233196768.0;90225000.0
GTT.PA;Gaztransport & Technigaz SA;532.0;"Gaztransport & Technigaz SA, a technology and engineering company, provides cryogenic membrane containment systems for the maritime transportation and storage of liquefied gas and liquefied natural gas (LNG) in South Korea, China, Russia, and internationally. The company offers solutions, such as commercial vessel tanks, small and medium-capacity LNG carriers, bunker barges and vessels, and floating storage structures and bunkering stations for supplying LNG to merchant vessels other than LNG carriers; and LNG fuel storage solutions and related systems for the merchant vessels that use LNG as a marine fuel to replace the conventional fuel oils. It also provides membrane technology system for the bulk transportation and storage of LNG; and LNG Brick, a package for storage of gas for propulsion dedicated to ships requiring a small quantity of LNG. Further, it provides consultancy and engineering study, construction assistance, emergency response, training, and maintenance support services; and designs and assembles electrolysers for the production of green hydrogen, as well as offers smart shipping services; and digital services, such as in-depth data analytics. In addition, the company licenses its technologies to shipyards. The company serves shipyards, ship-owners, terminal operators, gas companies, and classification societies. Gaztransport & Technigaz SA was founded in 1963 and is headquartered in Saint-Rémy-lès-Chevreuse, France.";0.4122;121202000.0;-0.123;294038016.0;0.50224;1.663;;23.670412;7.973;0.025999999;28702177.0;4662592512.0;4159000.0
